Alcala 1962.pdf,Rhacophorus pardalis,Pelophryne brevipes,Pelophryne guentheri,Kaloula baleata,Kaloula pulchra,Philautus everetti,Polypedates leucomystax
Alcala and Brown 1956.pdf,Polypedates leucomystax
Alcala and Brown 1982.pdf
Berry 1972.pdf,Kalophrynus pleurostigma,Leptobrachium nigrops,Rhacophorus nigropalmatus,Pelophryne api
Boulenger 1912.pdf,Polypedates leucomystax,Rhacophorus nigropalmatus,Pseudobufo subasper,Microhyla borneensis
Boulenger 1903.pdf,Rhacophorus nigropalmatus
Bourette 1942.pdf,Polypedates leucomystax,Kaloula pulchra,Microhyla berdmorei,Rhacophorus nigropalmatus,Kalophrynus pleurostigma,Philautus hosii,Philautus petersi,Kalophrynus intermedius
Chou and Lin 1997.pdf
Diesmos et al. - 2015 - Amphibians of the Philippines Part I Checklist of the Species.pdf,Ingerophrynus divergens,Pelophryne brevipes,Philautus ingeri,Fejervarya cancrivora,Fejervarya limnocharis,Hoplobatrachus rugulosus,Limnonectes palavanensis,Occidozyga laevis,Chaperina fusca,Kalophrynus pleurostigma,Kaloula baleata,Kaloula pulchra,Hylarana erythraea,Pulchrana signata,Staurois guttatus,Nyctixalus pictus,Kurixalus appendiculatus,Philautus everetti,Philautus longicrus,Polypedates leucomystax,Polypedates macrotis,Rhacophorus pardalis
dring 1979.pdf,Microhyla borneensis,Rhacophorus pardalis,Ansonia vidua,Ansonia leptopus,Ansonia guibei,Ansonia longidigita ,Kalophrynus pleurostigma,Microhyla berdmorei,Philautus petersi,Polypedates leucomystax,Polypedates macrotis,Rhacophorus nigropalmatus,Rhacophorus reinwardtii,Theloderma horridum
Dring 1983a.pdf,Ansonia torrentis,Pelophryne api,Kalophrynus nubicola,Ansonia hanitschi,Ansonia platysoma,Ansonia albomaculata,Ansonia fuliginea,Ansonia guibei,Ansonia latidisca,Ansonia longidigita ,Ansonia minuta,Pelophryne brevipes,Pelophryne misera,Kalophrynus heterochirus,Kalophrynus intermedius,Kalophrynus pleurostigma,Kalophrynus punctatus,Kalophrynus subterrestris
Dring 1983b.pdf,Leptobrachella baluensis,Leptobrachella brevicrus,Leptobrachella mjobergi,Leptobrachella parva,Leptobrachella serasanae
Firdaus 2013.pdf,Meristogenys amoropalamus,Meristogenys jerboa,Meristogenys kinabaluensis,Meristogenys phaeomerus,Meristogenys poecilus,Meristogenys whiteheadi
Gonzalez et al. - 2014 - Archipelago colonization by ecologically dissimilar amphibians Evaluating the expectation of common evolutionar.pdf,Kurixalus appendiculatus,Polypedates leucomystax
Inger 1983(1).pdf
